sentence,entities,positive_negative
"Trump's negligence is catching up with him.  Trump was sick. No one told anyone he interacted with. He kept his schedule as planned. He didn't wear a mask—and he could've infected hundreds of people.  From day one, we deserved the truth &amp; all we got was a deadly cover-up.",trump,-1
"We're starting to understand exactly why Donald Trump so desperately didn't want us to see his tax returns—in the past 20 years, everyday Americans have paid more in federal income taxes than the 'billionaire' in the White House. Trump is a con artist who has betrayed our trust. https://t.co/HaDlkq14LE",trump,-1
"Instead of addressing COVID-19, Trump and Senate Republicans are focused on jamming through this nomination in a transparent grab for power so they can achieve their long-sought goal of repealing the ACA.   Judge Barrett will not have my support. My full statement: https://t.co/nDRajGKSRj",trump,-1
"This ruling sends a clear message to the Trump administration—the #2020Census is too important to rush.   With the deadline extended to October 31st, we must double down on our efforts and ensure every American is counted. Share the news. Visit https://t.co/mysGJVT7Vo. https://t.co/EEv5B967A8",trump,-1
"Trump said COVID-19 affects 'virtually nobody' as our nation lost 200k lives. Worse, he's on tape saying the opposite but continues to lie &amp; ignore the science. I’m proud to introduce the STOP Act to help end political interference in our pandemic response https://t.co/1XJYEVlY4e",trump,-1
"Even if Trump refuses to say it publicly, we know that Vladimir Putin is no friend to democracy.    For the safety of our troops, we must pass the Russia Bounty Response Act to force this Coward in Chief to act on #BountyGate. Presidential silence for 87 days is unacceptable.",trump,-1
"It's no coincidence that after Trump has repeatedly racialized #COVID19, we continue to see a spike in senseless attacks against Asian Americans.   Passing @RepGraceMeng's resolution sent a powerful message: Enough.    Now, the Senate must follow suit. https://t.co/CsFwiC1FsP",trump,-1
RT @morninggloria: New #hysteria 🥳 @AlyssaMastro44 &amp; I talk to @SenDuckworth about what Trump &amp; others but mostly Trump get wrong about the…,trump,-1
"More confirmation—from someone Trump chose—that Russia is attacking our democracy.  And because this Coward in Chief and #MoscowMitch refuse to do anything to stop them, it's on us to ensure that Americans—and Americans ONLY—determine our elections. https://t.co/tL7MgXVMSn",trump,-1
"Our servicemembers could be in harm's way right now because of the reported Russian bounties—and Trump's 81 days of silence adds insult to injury.   The Russia Bounty Response Act would force Trump to act against this malign action from Putin.    @senatemajldr, let us vote on it.",trump,-1
"Time and time again, Trump has disrespected our troops, our military families and our Veterans.    He is not fit to be Commander in Chief. https://t.co/ZvEw684JRT",trump,-1
"Trump doesn't understand service—so he certainly doesn't understand America's servicemembers.  At 4:50PM ET, I'll be on the floor with @SenateDems to try to pass a resolution honoring the service of our troops &amp; denouncing Trump's comments.  Tune in here: https://t.co/x0xfzHa6fb",trump,-1
"“When someone shows you who they are, believe them.”   Time and time again, Trump has shown us who he is with his demeaning, disparaging comments against those brave enough to wear our nation’s uniform. Shame on him. https://t.co/6wgv1ZZI2C",trump,-1
It shouldn't be this hard.   Donald Trump has gone 73 days without saying anything publicly about #BountyGate.   Those are our men and women on the frontlines. Defending our nation. And Trump would let them die to keep face with Vladimir Putin.,trump,-1
"For 71 days, Trump has tweeted out MANY of his own personal grievances, but somehow hasn't found time to call out Putin for #BountyGate?   Why? Doesn't he care? Don't our troops deserve better?   I know they do, so I won't stop pushing for answers.",trump,-1
Our National Guard troops have been serving as frontline workers since day one of this pandemic—but that didn’t deter Trump from slashing their federal funding.    I’m partnering with @SenatorLeahy to fix that &amp; ensure their funding is fully restored. https://t.co/Jd1yljTwpe,trump,-1
"The man in the Oval Office has time to get on Twitter to urge a boycott of an American company, Goodyear tires, but can’t find the time to take action against Putin for reportedly putting bounties on our troops.   Let that sink in. Day 60. What does Putin have on Trump?",trump,-1
"Last week, Trump took the time to try &amp; change showerhead standards... to keep his hair 'perfect.'  Yet he's refused to spare 1 min in the last 53 days to publicly rebuke Putin for #BountyGate.  Safe to say his priorities are backwards. https://t.co/WdbZiKzStc",trump,-1
"52 days of silence on #BountyGate is shocking, but it’s not entirely surprising. It’s consistent with the disgraceful, inexplicable subservience Trump has shown to Putin since the first days of his presidency.   So much for “America First.”",trump,-1
"Trump is delaying mail—medicines, paychecks, absentee ballots &amp; more—to countless Americans for his own political gain. I rely on the VA for prescriptions &amp; I can't afford to wait for them. I know I'm not alone. I will do everything I can to stop these delays. #DontMessWithUSPS",trump,-1
"To be clear: Trump votes by mail &amp; he's fine w/FL doing it, but not other states. He's trying to cheat by making it easier for those in states he thinks he can win to vote by mail while making it harder for Americans in other states to exercise their constitutional right to vote. https://t.co/AJkWBcJj0H",trump,-1
"Outrageous that Trump would rather stay in the good graces of Putin than have the backs of our troops.   There are Gold Star parents wondering if their child was killed as part of a Russian plot and, whether or not this program is real, they deserve an investigation &amp; the truth. https://t.co/XTgmn1F9nW",trump,-1
"To safeguard Americans “against the hazards &amp; vicissitudes of life,” FDR signed the #SocialSecurity Act 85 years ago today.  Meanwhile, Trump acted unilaterally to roll back the payroll tax, which would rob millions of seniors of their hard-earned Social Security benefits.",trump,-1
A 'stern message' from the Sec. of State doesn't go far enough in condemning the reported bounties that Putin placed on our troops—however it *does* smack down Trump’s claim that this intel was a 'hoax.'   Why has Trump still said nothing to defend our troops or condemn Putin? https://t.co/pY7t0XRtJG,trump,-1
A Commander in Chief that won't prioritize the lives of American troops has no business being Commander in Chief at all.   Week 6. Day 42 of silence from Trump about Putin's reported bounty program.,trump,-1
"Whether it's a crisis on the home front, like #COVID19, or a crisis abroad, like Putin reportedly offering bounties for the killing of our troops, Trump has failed to lead.  And his failure may be helping Russia get away with murder. #Day39",trump,-1
Has Trump condemned Putin for reportedly offering $ for militants to kill our troops in Afghanistan?   We still don't know... and it's been 37 days.,trump,-1
"Day 35. Not a word from Trump about the reported Russia bounty program.   He is a failed Commander in Chief. That much is clear.   What still isn't clear, though, is if he will EVER condemn Putin for his actions.",trump,-1
"We need an open hearing in the Senate on #BountyGate to investigate whether Putin offered bounties for the killing of our servicemembers, when Trump knew about it and why he's done nothing in response for 34 days.",trump,-1
"Trump's DoD thinks our protesters &amp; journalists are “adversaries.”  Trump's SecDef thinks our cities are “battle spaces.”  Trump thinks Putin, who reportedly put bounties on our troops’ heads, is a “great guy” &amp; a “terrific person.”  So much for America first. https://t.co/iWpK1AxSo3",trump,-1
Trump has reportedly spoken to Putin AT LEAST EIGHT TIMES since he was given intelligence that Russia might be paying bounties for American troops' lives. But he 'never discussed it with him.'  This is a shameful dereliction of duty.#Day33 https://t.co/tYaxQLdz3L,trump,-1
Day 32. Still no word from Trump about Putin reportedly offering bounties for the killing of our troops.,trump,-1
"They also seem to think asking those who are still out of work b/c of how poorly they &amp; Trump have managed this pandemic to take a 30% pay cut is an acceptable long-term solution. It isn’t.  I’ve said it before, I’ll say it again: @senatemajldr, bring the #HEROESAct to the floor.",trump,-1
"Trump wants to claim that he’s the “law &amp; order” President, but what we saw happen in Portland isn’t law &amp; order, it’s a violation of civil rights and of our Constitution.   @SenatorDurbin &amp; I are telling him: don't do this in Chicago.   https://t.co/Z3CluoEETn https://t.co/IpbxhqAyUW",trump,-1
That's why I'm introducing legislation with @SenJeffMerkley &amp; Sen. @RonWyden to block these dangerous actions and make it clear that we won’t simply let Trump stomp on the rights of any American citizen https://t.co/7BeTwWBEBp,trump,-1
"25 days ago, the news broke that Putin reportedly put bounties on the heads of our troops.   Last week, we learned that Russian hackers may be trying to steal #COVID19 vaccine research.   And Trump has said nothing to tell Russia to stop.   Why?",trump,-1
"When a foreign adversary threatens our troops, we expect our Commander in Chief to act.  If Trump has done anything to stand up to reported Russian bounties, we still don't know about it.  It’s been 24 days. We need an open hearing to find out if our troops are protected.",trump,-1
"The self-proclaimed 'wartime president' could have easily helped curb these emergency supply shortages, but because Trump was slow to act, overcoming the #COVID19 pandemic is even more of an uphill battle. https://t.co/x3IjKVrw3K",trump,-1
Thrilled to join @LateNightSeth tonight to talk about the balancing act of working full-time during #COVID19 with young kids at home &amp; how Trump has failed to lead us out of this crisis. Plus lots more! Tune in tonight. https://t.co/pK0V9sciez,trump,-1
"It's been 19 days since the news broke that Russia reportedly put bounties on the heads of our troops.   135,000 Americans died from #COVID19 before Trump publicly wore a mask.   We need a president that isn't afraid to lead, unite and protect Americans at all costs.",trump,-1
Since the reports came out about Russia's offer to pay $ for the murder of U.S. troops abroad—which was 18 days ago—Donald Trump has done more to protect his corrupt friends from jail than he has to protect our troops.,trump,-1
"Trump has seemingly done nothing after reports that intelligence revealed Russia has been offering bounties for the killing of American troops.  @SenSchumer &amp; I, along with our colleagues, are demanding access to related Presidential Daily Briefs &amp; NSC materials. https://t.co/GCJGJd9FYo",trump,-1
"In the last 13 days, as American troops wonder whether the reports that Russia is putting bounties on their heads are true, Trump golfed. He campaigned. But he hasn’t said a single word condemning Putin or suggested a plan of action to stand up for our servicemembers.",trump,-1
"130,000 Americans have died from #COVID19 and Trump decides to pull the US out of the World Health Organization. Instead of leading our nation out of this crisis, Trump is isolating us and shirking his duty to keep Americans safe. https://t.co/i99q2IHGZO",trump,-1
"How dare Trump let his own personal cowardice—his inability, or worse, his disinterest in standing up to Putin—lead to a reality where those Americans actually brave enough to serve are put at greater risk?    So much for 'America first.' https://t.co/3T5plDCxdP",trump,-1
RT @ryanstruyk: .@SenDuckworth on Trump speech: 'He spent more time worried about honoring dead Confederates than he did talking about the…,trump,-1
Trump cares more about preserving the names of Confederate leaders on our military bases than whether or not our troops were killed in Afghanistan with bounties placed on their heads by the Russians. https://t.co/rbEZH6Ic7i,trump,-1
RT @SenateDems: 2019.  That’s when public reports say top Trump officials learned that Putin placed bounties on American soldiers.  And yet…,trump,-1
"For 54 years, #Medicare has given countless Americans health security. Yet, Trump &amp; his 'party of healthcare' are consistently trying to repeal the ACA &amp; increase costs for seniors in the midst of #COVID19.  We should be building on the success of Medicare, not tearing it down. https://t.co/gozbCQcPdL",trump,-1
"Need another reason why DC should be a state besides the fact that residents can't fully participate in our democracy?   Last month, Trump misused the DC Nat'l Guard to quell peaceful protesters. We need #DCStatehood so this authority would lie w/the Governor, not the White House https://t.co/LJRthC0iyQ",trump,-1
Our own intelligence community is said to be reluctant to brief Trump on matters of Russia &amp; national security because they don’t trust him enough to take it seriously &amp; not tweet it out.  This man is a danger to us all. https://t.co/YpocebgkK6,trump,-1
"'I didn't know that our adversary was helping kill American troops because no one told me' isn't an excuse for a Commander in Chief, it's a confession.  And, like most of what Trump says, it probably isn't true. https://t.co/wMqQbgZVeT",trump,-1
Dear Senate Republicans: were we supposed to take this Trump tweet literally or seriously?   Asking for America. https://t.co/lX1xxQ6onR,trump,-1
"Donald 'America First' Trump is literally placing Russian interests ahead of American lives, and Republicans do nothing.   Putting party before country doesn't just empower Trump to continue serving his own interests, it can cost American lives too.",trump,-1
"First, Donald Trump encouraged Russia to interfere in our democracy, and they did.   Now, Russia is secretly paying militants to *kill* U.S. troops. Trump has known for months but apparently done nothing to stop them. Meanwhile, he's helping Russia's effort to rejoin the G7. https://t.co/dZWU7uAbmq",trump,-1
"Whether he lied or simply failed to make Mexico pay for the wall, the bottom line is that Trump wants to politicize vital military funds &amp; waste taxpayer dollars that could ultimately harm our military’s readiness, our troops’ quality of life and our national security.",trump,-1
"While Trump cares more about appearing to keep his ridiculous campaign promise than he does about keeping the nation’s promises to our troops, I'm glad that the 9th U.S. Circuit Court of Appeals does not and put a hold on this inappropriate Trump effort. https://t.co/uwDEQ3gGla",trump,-1
"Trump is talking out of both sides of his mouth by saying he’ll protect coverage for pre-existing conditions while actively working to scrap the law that does exactly that.  Not only has he mismanaged the #COVID19 pandemic, but he’s trying to rip healthcare away from millions. https://t.co/eiVMxGSrkt",trump,-1
"#COVID19 is surging &amp; what does Trump do?  ❌Defunds testing sites in 5 states. ❌Spews racist slurs. ❌Files brief to rip away healthcare coverage &amp; eliminate protections for those with pre-existing conditions, which would include survivors of #COVID19. https://t.co/rWVLMM8REw",trump,-1
"From the man who says “I don’t kid,” Trump just ended federal funding for testing sites in IL &amp; states that need it most—on the same day our nation saw one of its biggest spikes in #COVID19 cases.   Testing saves lives, but that's worth nothing to Trump if the numbers look bad. https://t.co/1T8iLlNqcC",trump,-1
"This is what happens in banana republics, not America.   Trump is the only “Law &amp; Order” president whose administration is defined by corruption &amp; chaos.  https://t.co/w4gXxsw4sP",trump,-1
"120. Thousand. Americans. Dead.  Children will grow up without a parent.    Grandparents will never see grandchildren grow up.  To Trump, it’s all one big racist joke.  And with each rally he holds, he's making the #TrumpPandemic worse. https://t.co/G0W9sOUfmL",trump,-1
"We have been behind this virus from the very beginning because the Trump Admin failed to mobilize.   When the World Health Organization offered tests, Trump said no.    When the governors needed help, Trump said you're on your own.   It's negligence—and that's putting it kindly. https://t.co/6I6G8bdFyQ",trump,-1
"During a pandemic, the President of the United States is supposed to care about Americans who are sick &amp; in danger of losing their lives.  Yet, Trump is making it clear he cares more about how bad the testing *numbers* look than he does 120,000 dead Americans. https://t.co/Ps1BUqcjTB",trump,-1
"It wasn't a joke.  Trump won't deny that he asked to slow down testing because he thinks the problem w/#COVID19 is how bad the numbers look, NOT how many people die.  More Americans died because of Trump's failures &amp; more will die in the months ahead because of his incompetence. https://t.co/Sbsno8NzPy",trump,-1
"These are the actions of a President who would rather *look* guilty and corrupt than be *found guilty* of corruption. Whatever criminal investigations SDNY is conducting, they must be bad for Trump and his cronies. https://t.co/Arh7NPqjWF",trump,-1
"'Columbusing' [verb], the art of discovering something that has existed forever.    Ex. Trump thinking he made Juneteenth 'famous.'   https://t.co/au79N4hMeX   https://t.co/McAr3tdrHn",trump,-1
"In a 5-4 decision, SCOTUS reaffirmed the truth that Trump has tried to deny for years: Dreamers belong in America.  After living in fear &amp; uncertainty, DACA recipients can now breathe a sigh of relief.  But we're not done. Let's codify DACA into law &amp; pass the #DreamAndPromiseAct https://t.co/T3zNSfwbDv",trump,-1
I’m alarmed that Trump may be planning an abusive act of political retribution to block the @USArmy from promoting LTC Alexander Vindman to Colonel. I will be demanding answers from @SecArmy &amp; @EsperDoD on this deeply troubling report. https://t.co/ZPFzaJ3366,trump,-1
"Donald Trump is unfit for office because of his lawless behavior, dishonesty &amp; sheer incompetence, not because of how he walks down a ramp.   How Trump moves or drinks is irrelevant in evaluating his performance as president. To suggest otherwise, is #ableism and simply wrong. https://t.co/Ii1Ss0IU0q",trump,-1
Trump is misusing our military to silence peaceful protesters—and brave servicemembers are speaking out: “I’m here to support and defend the Constitution of the United States and what I just saw goes against my oath.”  https://t.co/qQmSj3Jt0P https://t.co/4UJfBqiuWz,trump,-1
"As @USArmy considers excluding actual Veterans from @ArlingtonNatl to preserve what little sacred space we have left there, Republicans blocked my amendment yesterday to prevent Trump from changing the rule &amp; allow a president or VP who never served in uniform be buried there.",trump,-1
"Leadership is recognizing a mistake, apologizing for it &amp; learning from the error.  GEN Milley taking responsibility for his grave mistake was the right thing to do.  For the good of our nation, Trump would do well to learn from this. But at this point, it'd be naive to expect it https://t.co/YD8PT8PYgZ",trump,-1
...but for the Trump White House to threaten vetoing a pay raise for our troops over this is downright despicable.  https://t.co/sm4xFyDS4w,trump,-1
"2 things:  1) If Barr is telling the truth, it means Donald “I don’t take responsibility at all” Trump &amp; Bill “Yes Sir” Barr have delegated “violence against American citizens” authority to the *PARK POLICE*.  2) He’s not saying “this was wrong.”  Both should terrify all of us. https://t.co/aZJK4kRpHK",trump,-1
"Sadly, I’m not shocked or surprised. Trump is unfit to lead. That is why I voted to remove him from office for abuse of power. It is now up to the American people to make your voice heard in November and cast your vote on what kind of country we wish to be.",trump,-1
A good jobs report. That's what Trump is talking about when he says 'George would say it's great.' This man lacks empathy and any basic human understanding about pain Americans are feeling right now &amp; the injustice that rages across our nation. He's a disgrace &amp; a coward. https://t.co/VF9RFjMvVV,trump,-1
"Trump trampled the First Amendment rights of Americans to peaceably assemble for a redress of grievances. Even before any curfew went into effect, Trump ordered federal law enforcement to violently assault Americans who stood in his way of a disgusting, crass photo op.",trump,-1
'I was blindly following Trump' is not an excuse for politicizing the military and undermining its critical standing as an independent institution that all Americans can trust and respect. https://t.co/2lN8ub9xpf,trump,-1
"Trump would do well to heed the words etched into that memorial as Americans risk being teargassed around it:   “With malice toward none; with charity for all...let us strive...to bind up the nation's wounds...to do all which may achieve and cherish a just, and a lasting peace.' https://t.co/F9nxo2RPLz",trump,-1
RT @jbendery: 🔥🔥🔥 Tammy Duckworth just said Trump was followed to his photo op yesterday by the Joint Chiefs of Staff in military fatigues…,trump,-1
"RT @mkraju: Sen. Tammy Duckworth, Democrat of Illinois, called Trump a “draft-dodging, wannabe tinpot dictator” who is perverting “the hono…",trump,-1
"While this is an important step in the right direction, Trump should give our National Guard troops greater certainty for the duration of this crisis as well, &amp; I’ll be watching closely as I continue advocating for our servicemembers on the frontlines.   https://t.co/r66ZMzk0Fs",trump,-1
"I’m glad that, after repeatedly trying to nickel &amp; dime our troops, Trump finally abandoned his cynical ploy to cut off the Title 32 authorization at 89 days to deny members of the National Guard access to federal benefits that require 90 days of service.",trump,-1
"After 4 letters and a new bill, Trump finally got my message: the 40,000 National Guards troops responding to the #COVID19 pandemic deserve full benefits for putting themselves at risk to protect the rest of us. https://t.co/VO2t2e4Ofh",trump,-1
"Most recently, he removed Mitchell Behm as @USDOT Inspector General &amp; replaced him with PHMSA's Skip Elliott, thus undermining transparency, accountability &amp; safety. I wrote to Trump today urging him to immediately reverse this decision. https://t.co/njifQzq4EL",trump,-1
"Over the past two months, Trump has removed or fired *5* long-time public servants from critical oversight positions leading their agencies’ respective inspector general offices without adequate cause.",trump,-1
This is really a disgrace. Our men &amp; women in the intel community deserve to be led by someone with integrity &amp; a wealth of national security experience—not someone who exaggerated &amp; distorted his resume &amp; who kowtows to Trump.  https://t.co/mkg9it5Io8,trump,-1
"I voted by mail in 2004 when I was serving overseas. It's a safe, secure &amp; accessible system.   Our Vets are especially vulnerable during this pandemic—so when Trump attacks vote by mail, he's attacking our Veterans' constitutional right to vote that they fought to defend. https://t.co/0PtboXBPLy",trump,-1
"But, since Trump has failed to fix the problem, today I introduced legislation to require that Title 32 authority be extended for the duration of the #COVID19 public health emergency https://t.co/VZAzMFvFkk",trump,-1
I strongly oppose a “hard stop” of Guard deployments at 89 days to deny #NationalGuard members full benefits for their service on the frontlines of this crisis and have called on Trump to fix it by extending Title 32 authority https://t.co/7ZuCdwLTEN,trump,-1
"Let me be clear: when Trump attacks Vote by Mail, he’s attacking our Veterans’ right to vote.   Our Vietnam Vets are at risk due to Agent Orange exposure &amp; our Iraq/Afghanistan Vets are at risk due to burn pit exposure—asking them to endanger their lives just to vote is SHAMEFUL. https://t.co/OsZ23Q7KXo",trump,-1
The middle of a public health crisis is not the time to cut corners on providing for those serving on the frontlines.   My colleagues &amp; I are calling on Trump to extend full federal benefits to all National Guard troops activated in response to #COVID19:  https://t.co/7ZuCdx3uwl,trump,-1
"After Trump repeatedly used his platform to try to racialize #COVID19, we continue to see spikes in discrimination against Asian Americans. We must speak out against these racist acts &amp; those who stoke fears about a virus we know strikes w/o regard to the color of a person’s skin",trump,-1
"#ICYMI: I spoke to @NicolleDWallace of @MSNBC about how shameful it is that when it comes to safeguarding our children from illnesses potentially linked to #COVID19, Trump is more worried about himself and how he looks rather than listening to scientists like Dr. Fauci. https://t.co/gSm0kl3rpq",trump,-1
RT @TheView: '[Trump] needs to stop worrying about what's inside the White House and start worrying about all the Americans outside the Whi…,trump,-1
This is hard to watch. Yet again we see that Trump takes huge issue with women who pose fair questions that he can’t answer. Especially when they’re women of color. His racism and misogyny couldn’t be clearer. https://t.co/xZkw7LnuL3,trump,-1
"Talking at 1,000 Cadets &amp; putting them into a single space just to stroke his own ego is the height of narcissism.  Trump continues to show why he's a failure as a Commander-in-Chief and why he's not someone who should be leading our troops in any way, shape or form. https://t.co/7lYpCldv0G",trump,-1
"Trump can't seem to sink low enough when it comes to how he treats our military men and women.   By forcing 1,000 Cadets to attend a graduation speech, Trump is needlessly exposing them to potential #COVID19 infection. It's irresponsible. It's the ultimate narcissistic behavior. https://t.co/FYefJAm8XA",trump,-1
Trump is a failed Commander-in-Chief.  No real Commander would ever endanger the lives of his troops just for his own personal ego.  The man has no shame. https://t.co/6H4HnmLq3c,trump,-1
Unbelievable. Five-time draft dodger #CadetBoneSpurs is risking the health of *real* Cadets to stroke his own ego. Trump is just shameless. https://t.co/JkG3qvslDG,trump,-1
"Trump is also, by the way, ignoring that nearly 100,000 Veterans are employed by @USPS — and they don’t deserve to have their jobs threatened so he can score political points. https://t.co/kvoqwWW3Ko",trump,-1
Racism is absolutely disqualifying and sends a terrible message. This Trump spokesperson should be fired immediately. https://t.co/AfwoUVqJMb,trump,-1
"Throughout the #COVID19 pandemic, the admin has failed to make something clear: the enemy is not the Asian or Asian-American community, but rather a virus that endangers us all.   My colleagues &amp; I wrote to Trump to remind him of this https://t.co/SReOSOzyPd",trump,-1
"America’s Governors in some of the hardest hit states are working around the clock to secure critical equipment for our healthcare heroes working on the frontlines during the deadly #COVID19 pandemic. This rhetoric from Trump isn’t only offensive, it’s counterproductive. https://t.co/1nLhB01eX9",trump,-1
"Illinois had its deadliest weekend from the #COVID19 pandemic &amp; we need more tests, more contact tracing, more ventilators &amp; more #PPE.   We aren't getting it.   It's basically criminal what Trump is doing when it comes to failing to provide the resources all of our states need. https://t.co/hc0i0bd4TZ",trump,-1
"For Americans in need of ventilators at hospitals in Illinois or anywhere in America right now, they don’t care where it comes from. Or who is to blame. That doesn't matter.   What they need is help. That’s what effective leaders do. And it’s the opposite of what Trump has done. https://t.co/vUDHzo6waR",trump,-1
"As he watches Americans die by the thousands, Trump remains incapable of showing empathy or leadership. He *could* have saved lives by sending more ventilators, but he didn’t. That’s true regardless of who Donald “I don’t take responsibility at all” Trump tries to blame. https://t.co/W9KGDXZk4d",trump,-1
"As a member of this task force, I will do everything in my power to remind Trump of his responsibility to protect public health.   He needs to stop blaming others for his Admin’s failures, ensure universal access to testing &amp; expand contact tracing efforts https://t.co/90UbTByAZc",trump,-1
For the sake of all Americans who have lost their lives to #COVID19—and the countless more that will succumb—I wish Trump had been as eager to prepare our country for this pandemic as he is to rush towards normalcy when his own experts are warning 'we’re not there yet.' https://t.co/wNKG4KmSE6,trump,-1
RT @ChrisMurphyCT: My nightly COVID-19 update: Trump attempts to scapegoat the World Health Organization to deflect from his complete misma…,trump,-1
RT @SenWhitehouse: Trump calls for review of the World Health Organization while lashing out against reviews of his incompetent response to…,trump,-1
No American should be worrying about price gouging or fraudulent &amp; counterfeit medical supplies during the #COVID19 pandemic.   My colleagues &amp; I are calling on Trump to prevent this from hurting those on the frontlines &amp; those who need treatment  https://t.co/M3WbCvR76X,trump,-1
"I joined @ChrisMurphyCT, @SenatorBaldwin and @SenatorDurbin in urging Trump to reopen the Affordable Care Act marketplace, which would provide an easy pathway to coverage for millions of uninsured Americans during the #COVID19 pandemic. https://t.co/JUmm0ZoINX",trump,-1
"Dems worked to ensure oversight was a critical part of the bipartisan #COVID19 relief package. From the beginning, literally while signing the bill, Trump threatened to disregard these measures&amp;now, we’re seeing him take add'l steps to prevent oversight right before our own eyes. https://t.co/MPxkm3f2Ls",trump,-1
"3 days after this memo was sent to Trump, he literally said that 'we’re going to be pretty soon at only 5 people' with #COVID19.   His administration knew that wasn't true, but didn’t say anything--and our nation lost precious time to save lives.",trump,-1
"If Trump wants to be seen as a 'wartime president,' he needs to start acting like one. That means spending his time actually ordering the equipment that would save American lives rather than bragging about his latest TV ratings. My op-ed for @USATODAY: https://t.co/wW481jTNFC",trump,-1
"We know that #COVID19 is a disease that attacks people's respiratory systems.   Instead of protecting the air we all breathe, Trump appears ready to make air pollution even worse, which could contribute to increased respiratory issues for Americans in the years to come. https://t.co/uIrXt2qCob",trump,-1
Shortages of #PPE in IL—&amp; across the nation—are an outrage. I joined my colleagues in calling on Trump to immediately implement a fed effort to get health systems &amp; workers on the frontline of this public health crisis the equipment they need. #COVID19 https://t.co/MT2N2qhLj6,trump,-1
"Despite FEMA *saying* they’d use the #DefenseProductionActNow for production of diagnostic tests, #PPE &amp; ventilators, Trump is STILL refusing to do it.  Beating #COVIDー19 will require decisive &amp; steady leadership. Lives are on the line&amp;Trump is sowing confusion &amp; misinformation.",trump,-1
"As our nation continues to respond to the #COVIDー19 pandemic, I wrote to Trump today asking that he transition all activated National Guard troops to Title 32 and make sure the Federal Government covers 100 percent of the costs. Read my letter here https://t.co/AMVOuxUT3H",trump,-1
Better late than never. I continue to call on the Trump Administration to go much further in using the #DefenseProductionActNOW to order 300 million #N95 respirators &amp; as many ventilators as we can produce. The time Trump wasted is a sunk cost. My focus is pushing him to act NOW. https://t.co/GdGLbUy9Ud,trump,-1
"This man did not need to die. Americans are rightfully scared right now&amp;while nobody should be self-medicating or trying to concoct their own pharmacy drugs at home, Trump must stop spreading misinformation as well. We desperately needs honest&amp;competent leaders during this crisis https://t.co/JnbBHoc2ex",trump,-1
"Telling people they don’t need to social distance too soon would be a mistake that *will* cost Americans their lives. Trump should listen to public health experts, not his corporate billionaire buddies. https://t.co/V9Pl6dng0T",trump,-1
Trump should stop making contradictory statements &amp; instead take immediate &amp; decisive action under the Defense Production Act to boost production of critical life-saving ventilators. Read more about why here: https://t.co/htUwPamm3J,trump,-1
"With Asians experiencing increased racism b/c of #COVID19, it’s simply irresponsible&amp;wrong for Trump to stoke fear by calling it the “Chinese Virus.” Pandemics don’t care about race, ethnicity or anything else. We must do better. Be kind, wash your hands &amp; #StayHealthy.",trump,-1
The promises Trump made to farmers will keep being broken by destroying the ethanol industry. I’ll keep working to protect the RFS and hold Mr. Benevento accountable if he’s confirmed as EPA Deputy Administrator. https://t.co/NfScwWkVP9,trump,-1
"Last night at a Fox News town hall, Trump doubled down on his promise to cut programs like Social Security, Medicare and Medicaid. Make no mistake, this is exactly what he wants to do. And it would have a devastating, cascading effect on families across our country. https://t.co/MVANfyPKie",trump,-1
"While the risks of #COVID19 to Americans remains low, we should be glad that—in the absence of effective leadership from the Trump Admin—Congress stepped up&amp;proposed bipartisan funding that recognizes just how severe this public health crisis could become if we don’t act quickly. https://t.co/FBWRmo3oCt",trump,-1
"While the JCPOA nuclear agreement was far from perfect, it was successful in halting Iran’s development of nuclear weapons—but since Trump unilaterally backed out of the agreement, Iran is threatening to restart the same nuclear weapons development the deal was preventing.",trump,-1
"Last month, Trump brought us to the brink of war with Iran because he wanted to look like the toughest kid on the playground. Today, the Senate passed a bipartisan resolution to reclaim the solemn authority to declare war&amp;reassert our Constitutional control over this President. https://t.co/y3dVTKSrce",trump,-1
"Trump still insists TBI is “not very serious.” Let’s be clear, TBIs are not “just headaches.” @DeptofDefense reports TBI is “one of the most significant injuries of troops wounded in Afghanistan and Iraq” &amp; a Commander-in-Chief should never ignorantly dismiss battlefield injuries",trump,-1
"Trump told us that “no Americans were harmed” in the Iranian missile strikes on US forces. After his lie was exposed, Trump claimed he “heard they had headaches.” Trump's offensive&amp;ignorant dismissal of TBI as headaches is an insult to the 109 servicemembers harmed in the attack https://t.co/UxSAWxehPX",trump,-1
"The Constitution guarantees *equal* protection under the law and requires the Executive to *faithfully* execute the laws. By interfering in a federal prosecution, Trump is directly attacking these principles as he manipulates the DOJ to go easy on one of his cronies, Roger Stone.",trump,-1
And that’s not all: Trump also wants to kick people off of Medicaid and the Children’s Health Insurance Program – cutting the programs and taking coverage away from our most vulnerable Americans. Disgraceful.,trump,-1
"Just to be clear, Trump wants to cut $182 billion in funding to feed hungry children and folks in need while giving his billionaire friends a tax cut.",trump,-1
We’re now living with the consequences as an emboldened Trump feels free to punish anyone who would stand up to his illegal actions by doing the most American thing anyone can do: speaking out for what is right.,trump,-1
LTC Vindman is a patriot &amp; Purple Heart recipient who was willing to testify under oath &amp; fight for our nation &amp; Constitution. Trump is a coward who never served anything but his own interests &amp; is not fit to be Commander in Chief of anyone willing to sacrifice in uniform for us. https://t.co/mKN6bZBQBo,trump,-1
